the,31
so,12
he,11
and,11
they,10
of,10
to,9
it,9
was,8
said,7
you,5
indian,5
there,4
go,4
as,4
a,4
woods,3
were,3
time,3
through,3
them,3
that,3
spirit,3
old,3
north,3
man,3
lake,3
know,3
jim,3
his,3
have,3
had,3
controller,3
coming,3
came,3
bull,3
be,3
back,3
all,3
wood,2
with,2
wife,2
who,2
went,2
soon,2
some,2
out,2
nose,2
later,2
him,2
digging,2
chest,2
charenton,2
''i'll,2
your,1
yes,1
would,1
will,1
where,1
when,1
well,1
ways,1
wanted,1
want,1
vigilantes,1
us,1
until,1
tree,1
town,1
touched,1
too,1
told,1
thought,1
talk,1
started,1
shovel,1
share,1
see,1
right,1
passed,1
others,1
ones,1
on,1
off,1
oak,1
not,1
next,1
named,1
my,1
must,1
might,1
markings,1
marked,1
louder,1
looked,1
left,1
late,1
ku,1
knew,1
klux,1
klan,1
just,1
jumped,1
its,1
in,1
hole,1
heard,1
hear,1
great,1
got,1
gone,1
going,1
give,1
from,1
found,1
for,1
flames,1
flame,1
fire-breathing,1
father-he,1
far,1
during,1
dug,1
done,1
dollars,1
didn't,1
decided,1
cracking,1
cracked,1
could,1
controlled,1
closer,1
certain,1
can,1
but'\they,1
but,1
broken,1
big,1
away,1
asked,1
an,1
ahead,1
