the,16
of,9
they,8
and,7
was,6
his,6
that,5
he,5
united,4
states,4
to,3
outside,3
orleans,3
one,3
new,3
it,3
in,3
guard,3
coast,3
would,2
when,2
us,2
time,2
there,2
still,2
lafitte,2
know,2
jean,2
here,2
galveston,2
didn't,2
by,2
but,2
at,2
apprehended,2
all,2
whatever,1
what,1
went,1
waters,1
wasn't,1
war,1
turned,1
trade,1
through,1
thought,1
these,1
there's,1
them,1
their,1
swamps,1
supposedly,1
stuff,1
stories,1
somewhere,1
so,1
sloops,1
slip,1
ships,1
ship,1
scuttled,1
sank,1
sabine,1
ply,1
pirate,1
piracy,1
people,1
peddle,1
or,1
operations,1
night,1
moved,1
most,1
money,1
market,1
look,1
let,1
lake,1
knew,1
jurisdiction,1
jackson,1
is,1
into,1
innerland,1
him,1
helped,1
headquarters,1
had,1
got,1
go,1
founded,1
for,1
famous,1
defeated,1
course,1
close,1
claim,1
city,1
buried,1
british,1
biggest,1
behind,1
been,1
bay,1
battle,1
barataria,1
area,1
always,1
almost,1
after,1
active,1
a,1
1812,1
,1
