this,12
and,12
was,11
money,10
it,10
the,9
she,9
in,9
to,8
they,6
there,6
he,6
had,6
that,5
grandmother,5
a,5
where,4
over,4
one,4
of,4
barrel,4
all,4
their,3
shoes,3
said,3
reed's,3
john,3
i,3
her,3
flour,3
family,3
don't,3
buy,3
but,3
buried,3
you,2
with,2
whole,2
what,2
went,2
well,2
told,2
then,2
supposed,2
slaves,2
reached,2
pooled,2
now,2
mississippi,2
little,2
land,2
know,2
just,2
into,2
him,2
have,2
has,2
great,2
got,2
couldn't,2
cloth,2
been,2
back,2
as,2
area,2
any,2
your,1
years,1
woods,1
while,1
which,1
when,1
west,1
were,1
way,1
up,1
took,1
together,1
time,1
threw,1
tell,1
taking,1
story,1
stop,1
started,1
some,1
so,1
sickened,1
see,1
responsibility),1
remember,1
put,1
probably,1
piece,1
perkins,1
pantry,1
on,1
never,1
much,1
mother,1
morning,1
made,1
later,1
knows,1
kin,1
kid,1
john's,1
is,1
i'm,1
his,1
headed,1
gonna,1
girl,1
gave,1
from,1
for,1
folks',1
feel,1
far,1
evidently,1
dug,1
down,1
doin',1
discovered,1
died,1
didn't,1
couple,1
could,1
come,1
cold,1
children,1
charged,1
call,1
by,1
boxes,1
big,1
be,1
aside,1
anybody,1
ago,1
about,1
(given,1
'em,1
,1
