it,22
was,15
he,12
the,11
and,11
to,10
a,10
they,5
that,5
now,4
would,3
went,3
these,3
little,3
in,3
had,3
gold,3
described,3
,3
way,2
water,2
their,2
some,2
show,2
see,2
put,2
pine,2
oxen,2
on,2
of,2
not,2
my,2
more,2
locomotives,2
like,2
knots,2
i,2
his,2
hauling,2
brick,2
branch,2
bar,2
at,2
any,2
young,1
writing,1
worth,1
working,1
with,1
why,1
while,1
where,1
what,1
well,1
wasn't,1
used,1
up,1
trains,1
too,1
today,1
time,1
thing,1
there,1
them,1
that's,1
stuff,1
stopped,1
spanish,1
something,1
someone,1
somebody,1
small,1
shaped,1
send,1
selling,1
saw,1
same,1
said,1
rich,1
remember,1
relatives,1
railroads,1
pull,1
pocket,1
pick,1
over,1
one,1
off,1
never,1
money,1
mine,1
mexicans,1
medallion,1
man,1
make,1
lost,1
looking,1
log,1
kind,1
is,1
into,1
if,1
i'm,1
hunting,1
hodges,1
him,1
hexagon,1
hershey,1
he'd,1
have,1
hang,1
guy,1
gonna,1
gone,1
glittering,1
gardens,1
found,1
fired,1
fire,1
find,1
father],1
facing,1
everybody,1
engines,1
end,1
down,1
door,1
digging,1
didn't,1
did,1
day,1
dad,1
cousin,1
could,1
came,1
but,1
bullion,1
brother,1
bricks,1
been,1
baby,1
about,1
[his,1
(gold),1
