it,11
the,7
of,7
and,7
a,6
was,5
they,4
there's,4
there,4
on,4
he,4
who,3
this,3
man,3
little,3
had,3
coins,3
years,2
were,2
up,2
town,2
then,2
seven,2
rebuilt,2
near,2
much,2
left,2
later,2
lafitte,2
lafayette,2
know,2
in,2
i,2
early,2
down,2
don't,2
church,2
catholic,2
burned,2
again,2
you're,1
you'll,1
with,1
when,1
well-established,1
way,1
very,1
them,1
that's,1
texas,1
stories,1
something,1
so,1
side,1
school,1
said,1
road,1
public,1
plowing,1
plow,1
picked,1
part,1
over,1
out,1
opened,1
one,1
notice,1
ninety,1
negro,1
named,1
money,1
lot,1
legend,1
just,1
judice,1
jewels,1
jealousy,1
how,1
hit,1
his,1
highway,1
here,1
guess,1
gold,1
glorified,1
galveston,1
full,1
french,1
found,1
field,1
fact,1
duson,1
dates,1
coming,1
chest,1
case,1
but,1
buried,1
built,1
big,1
at,1
american,1
all,1
affairs,1
activity,1
active,1
