and,13
was,11
the,11
you,8
to,8
that,8
my,8
out,7
of,7
it,7
in,7
i,7
he,7
there,6
like,6
we,5
this,5
me,5
just,5
had,5
a,5
so,4
nothing,4
…,3
when,3
went,3
up,3
they,3
something,3
shit,3
red,3
one,3
man,3
looked,3
day,3
bull,3
because,3
all,3
about,3
—,2
young,2
yanga,2
would,2
then,2
still,2
sitting,2
shovel,2
on,2
mother,2
middle,2
know,2
kind,2
i’m,2
his,2
he’s,2
guess,2
from,2
for,2
everything,2
don’t,2
disappeared,2
digging,2
come,2
circle,2
but,2
brother,2
around,2
appeared,2
ain’t,2
again,2
[snaps,2
“yanga,1
yeah,1
yard,1
yang”],1
where,1
what’s,1
were,1
well,1
weird,1
way,1
uncle,1
twelve,1
trying,1
try,1
took,1
time,1
things,1
that’s,1
telling,1
talks,1
talk,1
take,1
supposed,1
sucker,1
started,1
speaks,1
some,1
solid,1
shitting,1
seen,1
seeing,1
scared,1
say,1
said,1
react,1
put,1
property,1
preaching,1
place,1
open,1
nowhere,1
now,1
nose,1
noise,1
near,1
myself,1
must,1
move,1
money,1
make,1
look,1
leave,1
laugh,1
land,1
i’ll,1
is,1
if,1
how,1
home,1
him,1
have,1
hadn’t,1
ground,1
got,1
gold,1
going,1
get,1
fucking,1
formed,1
form,1
fire,1
finger],1
finger,1
family,1
eyes,1
eye,1
exploded,1
dug,1
drove,1
dig,1
didn’t,1
deep,1
damn,1
country,1
couldn’t,1
coming,1
coins,1
coffin,1
clothes,1
charging,1
chain,1
car,1
called,1
break,1
boom,1
before,1
been,1
at,1
anyone,1
an,1
always,1
acre,1
[snaps],1
[pauses],1
