the,10
there,9
they,8
was,6
that,6
well,4
to,4
you,3
yeah,3
went,3
saw,3
place,3
one,3
oh,3
it,3
but,3
years,2
water,2
wasn't,2
things,2
see,2
other,2
often,2
of,2
money,2
i,2
had,2
for,2
and,2
would,1
who,1
where,1
when,1
what,1
were,1
way,1
venable,1
two,1
twenty,1
true,1
tree,1
transplanted,1
though,1
this,1
themselves,1
them,1
their,1
that's,1
supposedly,1
square,1
split,1
splashed,1
some,1
side,1
sf,1
said,1
right,1
raised,1
outside,1
out,1
oak,1
nothing,1
no,1
next,1
nearby,1
maybe,1
mark,1
many,1
looked,1
look,1
lived,1
know,1
jesse,1
indicate,1
in,1
huge,1
heard,1
ground,1
go,1
get,1
gas,1
flew,1
find,1
father,1
end,1
echoes,1
earth,1
each,1
down,1
couldn't,1
could,1
claim,1
chain,1
by,1
buried,1
buckets,1
big,1
been,1
because,1
ba,1
as,1
are,1
all,1
against,1
a,1
